Name,email,wikipedia_url,info,is_wiki
Dani Rodrik,Not found,https://en.wikipedia.org/wiki/Dani_Rodrik,"Dani Rodrik is a prominent Turkish economist and the Ford Foundation Professor of International Political Economy at Harvard University's John F. Kennedy School of Government. His research focuses on international economics, economic development, and political economy, particularly exploring the dynamics of effective economic policy and government success. Notable works include ""The Globalization Paradox"" and ""Economics Rules,"" and he has contributed significantly to academic discourse as a joint editor-in-chief of the journal Global Policy. Rodrik has received numerous accolades, including the Leontief Prize for Advancing the Frontiers of Economic Thought and an honorary doctorate from Erasmus University Rotterdam, and he is affiliated with several prestigious economic research organizations.",1
George M Whitesides,Not found,N/A,N/A,0
Seok Hyun (Andy) Yun,Not found,N/A,N/A,0
Lisa Feldman Barrett,Not found,N/A,N/A,0
Yi Cui,Not found,N/A,N/A,0
Stephen Boyd,Not found,https://en.wikipedia.org/wiki/Stephen_Boyd,"Stephen Boyd, born William Millar on July 4, 1931, in Northern Ireland, was a prominent actor known for his compelling performances in film during the late 1950s and 1960s. He gained significant acclaim for his role as the antagonist Messala in the epic film Ben-Hur, which earned him a Golden Globe Award for Best Supporting Actor. Boyd's career included notable appearances in films such as The Man Who Never Was, The Bravados, and Fantastic Voyage, showcasing his versatility in both heroic and villainous roles. He received a second Golden Globe nomination for his performance in Billy Rose's Jumbo. Boyd's contributions to cinema were marked by his ability to portray complex characters, and he remains celebrated for his impactful performances until his untimely death on June 2, 1977.",1
Jay Bhattacharya,Not found,https://en.wikipedia.org/wiki/Jay_Bhattacharya,"Jayanta Bhattacharya is an American physician-scientist and health economist, currently serving as the 18th director of the National Institutes of Health since 2025. Previously, he was a professor at Stanford University, where he focused on the economics of health care and held various academic appointments, including director of the Center for Demography and Economics of Health and Aging. Bhattacharya gained prominence for his opposition to COVID-19 lockdowns and mask mandates, co-authoring the Great Barrington Declaration, which advocated for focused protection of vulnerable populations. He has received recognition for his research contributions and has been involved in significant public health discussions during the pandemic.",1
Karl Deisseroth,Not found,https://en.wikipedia.org/wiki/Karl_Deisseroth,"Karl Alexander Deisseroth is an American scientist and the D.H. Chen Foundation Professor of Bioengineering and Psychiatry and Behavioral Sciences at Stanford University. He is renowned for his pioneering work in optogenetics and hydrogel-tissue chemistry, notably developing technologies such as CLARITY and STARmap, which have advanced the understanding of neural circuits in health and disease. Deisseroth has received numerous prestigious awards, including the Kyoto Prize and the Breakthrough Prize in Life Sciences, recognizing his significant contributions to neuroscience. He has been a member of the US National Academy of Engineering, the US National Academy of Sciences, and the US National Academy of Medicine, and continues to lead research at Stanford while serving as an attending physician at Stanford Hospital and Clinics.",1
Parviz Moin,Not found,https://en.wikipedia.org/wiki/Parviz_Moin,"Parviz Moin is a prominent fluid dynamicist and the Franklin P. and Caroline M. Johnson Professor of Mechanical Engineering at Stanford University. He has made significant contributions to the field through his pioneering work in direct numerical simulation and large eddy simulation techniques for turbulence research. Moin is the founding director of the Center for Turbulence Research, a collaboration between NASA and Stanford, and has served as an editor for the Annual Review of Fluid Mechanics. His accolades include the NASA Exceptional Scientific Achievement Medal, the Lawrence Sperry Award, and election to the National Academy of Engineering and the National Academy of Sciences.",1
Subhasish Mitra,Not found,https://en.wikipedia.org/wiki/Subhasish_Mitra,"Subhasish Mitra is a professor of Computer Science and Electrical Engineering at Stanford University, where he leads the Stanford Robust Systems Group and the Computation Focus Area of the Stanford SystemX Alliance. His research interests encompass Robust Computing, NanoSystems, Electronic Design Automation, and Neurosciences. Mitra has received numerous accolades, including the Intel Achievement Award, the Presidential Early Career Award for Scientists and Engineers, and recognition as a Fellow of both the IEEE and ACM. He holds the William E. Ayer Professorship in Electrical Engineering and teaches digital systems design at Stanford.",1
James J. Gross,Not found,https://en.wikipedia.org/wiki/James_Gross,"James J. Gross is an American psychologist and the Ernest R. Hilgard Professor of Psychology at Stanford University, where he leads the Stanford Center for Affective Science and the Stanford Psychophysiology Laboratory. He is renowned for developing the process model of emotion regulation, a significant framework in affective science that outlines how emotions can be regulated through various strategies. Gross has co-authored over 650 scientific publications and has served as the editor of the Handbook of Emotion Regulation. His contributions to the field have been recognized with numerous awards, including the Grawemeyer Award in Psychology and honorary doctorates from prestigious institutions. He continues to influence the study of emotion and its regulation through his research and teaching at Stanford University.",1
Noah D. Goodman,Not found,N/A,N/A,0
Richard N. Zare,Not found,https://en.wikipedia.org/wiki/Richard_Zare,"Richard Neil Zare is the Marguerite Blake Wilbur Professor in Natural Science and a Professor of Chemistry at Stanford University. He is renowned for his contributions to physical and analytical chemistry, particularly in the development of laser-induced fluorescence (LIF), which has applications in various fields including molecular biology and astrophysics. Zare has mentored over 150 PhD students and is a strong advocate for women in science. He has published extensively, including a widely used textbook on angular momentum in quantum systems, and has served on significant boards such as the National Science Board of the National Science Foundation. His current research interests include mass spectrometry and astrobiology, with notable work involving the analysis of Martian meteorites.",1
Robert Tibshirani,Not found,https://en.wikipedia.org/wiki/Robert_Tibshirani,"Robert Tibshirani is a professor in the Departments of Statistics and Biomedical Data Science at Stanford University, having previously served at the University of Toronto from 1985 to 1998. He is renowned for developing statistical tools for complex data analysis, particularly in genomics and proteomics, with notable contributions including the Lasso method and Significance Analysis of Microarrays. Tibshirani has received numerous accolades, including the COPSS Presidents' Award, the E.W.R. Steacie Memorial Fellowship, and election to the Royal Society and the National Academy of Sciences. He has coauthored several influential books and approximately 250 scientific articles, often collaborating with Trevor Hastie.",1
Russ B Altman,Not found,https://en.wikipedia.org/wiki/Russ_Altman,"Russ Biagio Altman is an American professor at Stanford University, specializing in bioengineering, genetics, medicine, and biomedical data science, with a courtesy appointment in computer science. He holds an A.B. from Harvard College, a Ph.D. in medical information sciences, and an M.D. from Stanford. Altman's research focuses on the intersection of computing and medicine, particularly in understanding drug action and human genetic variation's impact on drug response, contributing to projects like PharmGKB and FEATURE. He has received numerous awards, including the U.S. Presidential Early Career Award and the ISCB Outstanding Contributions Award, and is a member of the National Academy of Medicine. Currently, he serves as an associate director at the Stanford Institute for Human-Centered Artificial Intelligence and is clinically active in pharmacogenomics at Stanford Healthcare.",1
Mykel J. Kochenderfer,Not found,N/A,N/A,0
Jelena Vuckovic,Not found,N/A,N/A,0
Jeffrey T. Hancock,Not found,https://en.wikipedia.org/wiki/Jeffrey_T._Hancock,"Jeffrey T. Hancock is a communication and psychology researcher and professor at Stanford University's College of Communication, known for his significant contributions to the study of deception, trust in technology, and the psychology of social media. He has published over 80 journal articles and founded the Stanford Social Media Lab, which investigates various aspects of social media's impact on interpersonal relationships and societal issues. Hancock's research has garnered attention from major media outlets, and he has delivered influential talks, including a TED presentation on the future of lying. In 2024, he faced controversy over his use of AI in a court filing related to deepfake legislation, which ultimately led to the exclusion of his testimony due to credibility concerns.",1
Marco Pavone,Not found,N/A,N/A,0
Hai Wang,Not found,N/A,N/A,0
David A B Miller,Not found,N/A,N/A,0
Juan J. Alonso,Not found,N/A,N/A,0
Nick Bloom,Not found,https://en.wikipedia.org/wiki/Nick_Bloom,"Nick Bloom was an Australian rules footballer known for his time with St Kilda in the Victorian Football League. He played during a significant era in the sport and contributed to the team's competitive spirit. Bloom's career in the VFL is remembered for his dedication to the game and his impact on the field. He passed away on June 7, 2011.",1
Yet-Ming Chiang,Not found,https://en.wikipedia.org/wiki/Yet-Ming_Chiang,"Yet-Ming Chiang is a Taiwanese-American materials scientist and engineer, currently serving as the Kyocera Professor at the Massachusetts Institute of Technology. He has made significant contributions to the development of new materials for energy storage and power, particularly in the context of battery technology and climate technology. Chiang is the author of over 200 peer-reviewed publications and holds more than 30 patents. He was elected to the National Academy of Engineering in 2009 and has received several awards, including the R&D 100 Award and the Ross Coffin Purdy Award. In addition to his academic work, he has founded or consulted for multiple companies in the materials and energy sectors.",1
James J Collins,Not found,N/A,"The Collins Lab at MIT focuses on synthetic biology and systems biology, utilizing engineering principles and artificial intelligence to design synthetic gene circuits, develop novel diagnostics and therapeutics, and discover new classes of antibiotics. Their work aims to address challenges in antibiotic resistance and enhance the design process in synthetic biology.",0
Christopher Cummins,Not found,N/A,"Professor Christopher C. Cummins leads a research group at MIT focused on synthetic chemistry, particularly in the development of new methods for inorganic synthesis and the exploration of small molecule reactions. His work includes CO2 reduction for renewable energy, uranium chemistry, and the design of innovative ligands for enhancing metal-based reactions and catalysis.",0
Moungi G. Bawendi,Not found,https://en.wikipedia.org/wiki/Moungi_Bawendi,"Moungi Bawendi is an American-Tunisian-French chemist and the Lester Wolfe Professor at the Massachusetts Institute of Technology. He is renowned for his pioneering work in the chemical production of high-quality quantum dots, which has significant implications for various technological applications. Bawendi's notable contributions include the development of standardized methods for quantum dot synthesis, particularly the hot-injection method, which allows for precise control over the size and properties of these nanocrystals. He was awarded the Nobel Prize in Chemistry in 2023 for his groundbreaking discoveries in this field, among other accolades such as the Sloan Research Fellowship and the Sackler Prize in Physical Chemistry.",1
Brian L. Wardle,Not found,N/A,N/A,0
James Evans,Not found,N/A,N/A,0
Tao Pan,Not found,N/A,N/A,0
Heinrich Jaeger,Not found,N/A,N/A,0
Richard Thaler,Not found,https://en.wikipedia.org/wiki/Richard_Thaler,"Richard H. Thaler, born on September 12, 1945, is an influential American economist and the Charles R. Walgreen Distinguished Service Professor of Behavioral Science and Economics at the University of Chicago Booth School of Business. A pioneer in the field of behavioral economics, Thaler's notable contributions include his collaboration with prominent figures like Daniel Kahneman and Amos Tversky, and his work on concepts such as ""nudges"" and ""choice architecture,"" which aim to improve decision-making processes. He was awarded the Nobel Memorial Prize in Economic Sciences in 2017 for his groundbreaking research that bridges economic and psychological analyses of decision-making. Thaler is also known for his popular books, including ""Nudge,"" co-authored with Cass Sunstein, and ""Misbehaving,"" which chronicles the development of behavioral economics. He was president of the American Economic Association in 2015 and was elected to the National Academy of Sciences in 2018.",1
Scott A. Snyder,Not found,https://en.wikipedia.org/wiki/Scott_Snyder,"Scott Snyder is an American comic book author born on January 15, 1976, known for his significant contributions to the comic book industry, particularly with DC Comics. He gained acclaim for his work on series such as American Vampire, Batman, and Swamp Thing, and is recognized for co-creating characters like The Batman Who Laughs and the Court of Owls. His notable works include the critically acclaimed Batman run that began in 2011, as well as creator-owned titles like Wytches and Nocterra. Snyder has received numerous accolades, including three Eisner Awards and a Harvey Award. He is currently affiliated with comiXology Originals and continues to develop new projects through his imprint Best Jackett Press.",1
Esteban Rossi-Hansberg,Not found,https://en.wikipedia.org/wiki/Esteban_Rossi-Hansberg,"Esteban Rossi-Hansberg is a Mexican-American economist and the Glen A. Lloyd Distinguished Service Professor in the Kenneth C. Griffin Department of Economics at the University of Chicago. Previously, he held the Theodore A. Wells '29 Professorship at Princeton University and has also been a faculty member at Stanford University. His research encompasses macroeconomics, international trade, and urban and regional economics, focusing on topics such as city structure, economic activity distribution, wage inequality due to offshoring, and firm dynamics. Rossi-Hansberg is a research fellow at the NBER and CEPR, a Fellow of the Econometric Society since 2017, and serves as the lead editor of the Journal of Political Economy.",1
Norbert F. Scherer,Not found,N/A,N/A,0
H.-S. Philip Wong,Not found,N/A,N/A,0
"Guosong Hong, PhD, Assistant Professor",Not found,N/A,N/A,0
Michael S. Bernstein,Not found,N/A,N/A,0
Steven L. Brunton,Not found,N/A,N/A,0
John H. Cochrane,Not found,N/A,N/A,0
Leanne M Williams,Not found,N/A,N/A,0
Robert Langer,Not found,https://en.wikipedia.org/wiki/Robert_S._Langer,"Robert Samuel Langer Jr. is an influential American biotechnologist, chemical engineer, and inventor, born on August 29, 1948. He is an Institute Professor at the Massachusetts Institute of Technology, where he has made significant contributions to drug delivery systems and tissue engineering, holding over 1,400 patents and authoring more than 1,600 scientific papers. Langer's pioneering work includes the development of controlled release systems and innovative techniques for treating diseases such as cancer and diabetes. He has received numerous prestigious awards, including the U.S. National Medal of Science and the National Medal of Technology and Innovation, and is recognized as one of the most cited engineers in history. Langer continues to lead the largest biomedical engineering lab at MIT, driving advancements in regenerative medicine and biotechnology.",1
Mark Cutkosky,Not found,N/A,N/A,0
Gretchen C. Daily,Not found,https://en.wikipedia.org/wiki/Gretchen_Daily,"Gretchen C. Daily is an American environmental scientist and tropical ecologist, recognized for her significant contributions to understanding humanity's relationship with nature and the valuation of ecosystem services. She is the co-founder and faculty director of the Natural Capital Project at Stanford University, which aims to integrate the values of nature into global decision-making processes. Daily holds the position of Bing Professor of Environmental Science in the Department of Biology at Stanford and directs the Center for Conservation Biology. Her notable works include ""Nature's Services: Societal Dependence on Natural Ecosystems"" and ""The New Economy of Nature,"" which have influenced conservation policy worldwide. Daily is an elected fellow of several prestigious academies, including the U.S. National Academy of Sciences, and continues to advance interdisciplinary research on biodiversity and ecosystem services.",1
Michael C. Frank,Not found,https://en.wikipedia.org/wiki/Michael_Frank,"Michael Frank was a German American pioneer, newspaper editor, and politician, born on December 12, 1804, in Virgil, New York. He is best known as the first Mayor of Kenosha, Wisconsin, and is recognized as the father of Wisconsin public schools for his pivotal role in establishing free public education in the state. Frank co-founded the Southport Telegraph, which supported various social reform movements, and he was instrumental in drafting the public school code adopted by the Wisconsin legislature in 1849. He served in various public roles, including as a member of the Wisconsin State Assembly and as a Regent of the University of Wisconsin, before retiring from public life in Kenosha, where he passed away on December 26, 1894.",1
Tatsunori Hashimoto,Not found,N/A,N/A,0
Ram Rajagopal,Not found,N/A,N/A,0
Steven J. Davis,Not found,https://en.wikipedia.org/wiki/Steven_Davis,"Steven Davis is a Northern Irish former professional footballer born on January 1, 1985, who played as a midfielder. He is renowned for being the most capped player for Northern Ireland, with 140 international appearances and 13 goals, and captained the national team during UEFA Euro 2016. Davis began his career at Aston Villa, where he earned multiple player awards, before transferring to Fulham and then to Rangers, where he won several Scottish league titles and cups. After a successful stint at Southampton, he returned to Rangers in 2019, winning additional titles before announcing his retirement in January 2024. Throughout his career, he made a total of 371 appearances for Rangers, scoring 28 goals.",1
Matthew Kanan,Not found,N/A,N/A,0
John C Mitchell,Not found,N/A,N/A,0
Russ Poldrack,Not found,N/A,"The Poldrack Lab at Stanford focuses on understanding the relationship between brain function and adaptive human behaviors through functional neuroimaging, cognitive psychology, and computational modeling, while also promoting transparency and reproducibility in neuroscience research.",0
John Pauly,Not found,N/A,N/A,0
Charles I. Jones,Not found,N/A,N/A,0
Edward I. Solomon,Not found,https://en.wikipedia.org/wiki/Edward_Solomon,"Edward Solomon was an English composer, conductor, orchestrator, and pianist, born on July 25, 1855, in Lambeth, London. He is best known for his contributions to comic opera, particularly through works produced for the D'Oyly Carte Opera Company, including his notable piece The Nautch Girl (1891). Solomon collaborated frequently with Henry Pottinger Stephens, resulting in successful operas such as Billee Taylor (1880) and Claude Duval (1881). Despite a tumultuous personal life, including a bigamous marriage to actress Lillian Russell, Solomon's musical legacy includes numerous operas and ballads. He passed away at the young age of 39 on January 22, 1895, due to typhoid fever.",1
Paul Milgrom,Not found,https://en.wikipedia.org/wiki/Paul_Milgrom,"Paul Robert Milgrom is an American economist and the Shirley and Leonard Ely Professor of Humanities and Sciences at Stanford University, where he has been since 1987. He specializes in game theory, particularly auction theory and pricing strategies, and is a Senior Fellow at the Stanford Institute for Economic Research. Milgrom was awarded the 2020 Nobel Memorial Prize in Economic Sciences for his contributions to auction theory and the development of new auction formats, alongside Robert B. Wilson. His notable works include the design of the FCC auction protocol for cellular frequencies and the broadcast incentive auction. He is also a co-founder of Auctionomics, which won a technical Emmy Award in 2024 for its innovations in spectrum auction design.",1
Anshul Kundaje,Not found,N/A,N/A,0
Jaimie M. Henderson,Not found,N/A,N/A,0
Sarah Heilshorn,Not found,N/A,N/A,0
Trevor Hastie,Not found,https://en.wikipedia.org/wiki/Trevor_Hastie,"Trevor John Hastie is an American statistician and computer scientist, currently the John A. Overdeck Professor of Mathematical Sciences and Professor of Statistics at Stanford University. He is renowned for his contributions to applied statistics, particularly in machine learning, data mining, and bioinformatics, and has authored influential works such as The Elements of Statistical Learning. Hastie has received numerous accolades, including being elected to the National Academy of Sciences and the Royal Netherlands Academy of Arts and Sciences, and is a Fellow of several prestigious statistical societies. His prolific research output includes around 125 scientific articles and several key publications in statistical learning.",1
Euan A. Ashley,Not found,https://en.wikipedia.org/wiki/Euan_Ashley,"Euan Angus Ashley is a Scottish physician and scientist based at Stanford University, where he serves as the Arthur L. Bloomfield Chair of the Department of Medicine. He is a pioneer in the field of precision medicine, notably leading the first medical interpretation of a human genome and developing frameworks for family-based medical genome analysis. Ashley founded the Stanford Center for Inherited Cardiovascular Disease and has contributed significantly to cardiovascular science, including advancements in heart transplant donation after cardiac death. He has received numerous accolades, including the National Innovation Award from the American Heart Association and the Guggenheim Fellowship in 2023, and has authored over 400 peer-reviewed publications as well as notable books such as ""The Genome Odyssey.""",1
Richard A. Flavell,Not found,https://en.wikipedia.org/wiki/Richard_A._Flavell,"Richard Anthony Flavell is an English molecular biologist and Sterling Professor of Immunobiology at Yale School of Medicine, where he focuses on innate and adaptive immunity, T cell tolerance and activation, apoptosis, and T cell differentiation using transgenic and gene-targeted mice. He is also an investigator at the Howard Hughes Medical Institute. Flavell earned his Ph.D. from the University of Hull in 1970 and has held various academic and leadership positions, including at the University of Amsterdam and Biogen. He received the Vilcek Prize in Biomedical Science in 2013 and an honorary doctorate from the University of Hull in 2016, and he is an honorary member of the British Society for Immunology.",1
Peter C. B. Phillips,Not found,https://en.wikipedia.org/wiki/Peter_Phillips,"Peter Mark Andrew Phillips is a British businessman born on 15 November 1977, the son of Princess Anne and Mark Phillips. He graduated from the University of Exeter with a degree in Sports Science and has held various roles in the sports management and corporate sectors, including managing director at SEL UK. Notably, he organized the ""Patron's Lunch"" for Queen Elizabeth II's 90th birthday and has been involved in high-profile events such as the Rugby League Challenge Cup Final. Phillips has received several honors, including the Queen Elizabeth II Golden Jubilee Medal and the King Charles III Coronation Medal. He is currently affiliated with SEL UK and has been active in royal family engagements.",1
John Krystal,Not found,N/A,N/A,0
Gerald I Shulman,Not found,N/A,N/A,0
"F. Perry Wilson, MD MSCE",Not found,N/A,"Dr. F. Perry Wilson is a nephrology and internal medicine specialist at Yale School of Medicine, known for his extensive research contributions with over 100 peer-reviewed publications and for teaching a highly-rated online course on medical research. He is also a prominent medical commentator on platforms like Medscape and CNN.",0
Anna C Nobre,Not found,https://en.wikipedia.org/wiki/Anna_Christina_Nobre,"Anna Christina Nobre, known as Kia Nobre, is a Brazilian and British cognitive neuroscientist currently serving as the Wu Tsai Professor at Yale University. She has made significant contributions to the understanding of how the brain prioritizes and selects information, with notable research milestones including the discovery of brain areas specialized for word recognition and face processing, as well as pioneering studies on temporal expectations and selective attention. Nobre has received numerous accolades, including election to the British Academy and the National Academy of Sciences, and has been honored with awards such as the MRC Suffrage Science Award and the Fred Kavli Distinguished Career Contributions Award. She previously held various leadership roles at the University of Oxford, where she was the first female Tutorial Fellow in a science discipline and directed the Oxford Centre for Human Brain Activity.",1
Ruslan Medzhitov,Not found,https://en.wikipedia.org/wiki/Ruslan_Medzhitov,"Ruslan Medzhitov is a professor of immunobiology and dermatology at the Yale School of Medicine and an investigator at the Howard Hughes Medical Institute. His research primarily investigates the innate immune system, inflammatory responses, and host-pathogen interactions, notably contributing to the discovery of Toll-like receptor 4. Medzhitov has received numerous accolades, including election to the National Academy of Sciences in 2010 and the Sterling Professor title at Yale. He has also been honored with prestigious awards such as the William Coley Award and the Shaw Prize in Life Science and Medicine. Currently, he continues his work at Yale University, where he also collaborates with his wife, Akiko Iwasaki.",1
James S. Duncan,Not found,N/A,N/A,0
Hongyu Zhao,Not found,N/A,N/A,0
A. Douglas Stone,Not found,N/A,N/A,0
John Hopfield,Not found,https://en.wikipedia.org/wiki/John_Hopfield,"John Joseph Hopfield is an American physicist and emeritus professor at Princeton University, renowned for his pioneering work on associative neural networks, particularly the development of the Hopfield network in 1982, which revitalized interest in artificial intelligence. He has made significant contributions across various fields including condensed matter physics, statistical physics, and biophysics, with notable works on excitons, kinetic proofreading, and the critical brain hypothesis. In 2024, he was awarded the Nobel Prize in Physics alongside Geoffrey Hinton for foundational discoveries in machine learning with artificial neural networks. Throughout his career, Hopfield has received numerous accolades, including the MacArthur Fellowship and the Oliver E. Buckley Prize, and he continues to influence the field of computational neuroscience.",1
Jianqing Fan,Not found,https://en.wikipedia.org/wiki/Jianqing_Fan,"Jianqing Fan is a prominent Chinese statistician, financial econometrician, and data scientist, currently serving as the Frederick L. Moore '18 Professor of Finance and a professor in Operations Research and Financial Engineering, Statistics, and Machine Learning at Princeton University. He has made significant contributions to high-dimensional statistics, machine learning, and financial econometrics, authoring over 300 articles and coauthoring several influential books, including ""Local Polynomial Modeling"" and ""Statistical Foundations of Data Science."" Fan has held editorial positions in numerous prestigious journals and has received multiple awards for his work, including the COPSS Presidents' Award and the Guy Medal in Silver. He has also served as president of the Institute of Mathematical Statistics and the International Chinese Statistical Association, and he continues to direct research labs at Princeton University.",1
H Sebastian Seung,Not found,N/A,N/A,0
Paul J. Steinhardt,Not found,https://en.wikipedia.org/wiki/Paul_Steinhardt,"Paul Joseph Steinhardt is an American theoretical physicist born on December 25, 1952, known for his significant contributions to cosmology and condensed matter physics. He is currently the Albert Einstein Professor in Science at Princeton University, where he is affiliated with the Departments of Physics and Astrophysical Sciences. Steinhardt is recognized for developing new theories regarding the origin and evolution of the universe, as well as for his co-discovery of natural quasicrystals, which expanded the understanding of this unique form of matter. His notable works include the books ""Endless Universe: Beyond the Big Bang"" and ""The Second Kind of Impossible,"" and he has received several accolades, including the Dirac Prize in 2002 for his contributions to inflationary cosmology.",1
Craig B. Arnold,Not found,https://en.wikipedia.org/wiki/Craig_Arnold,"Craig Arnold was an American poet and professor known for his significant contributions to contemporary poetry. His first book, Shells, published in 1999 and selected by W. S. Merwin for the Yale Series of Younger Poets, marked the beginning of a distinguished career that included numerous accolades such as the Joseph Brodsky Rome Prize Fellowship and the Amy Lowell Poetry Traveling Fellowship. Arnold taught poetry at the University of Wyoming and had his work featured in prestigious anthologies and literary journals. He disappeared in April 2009 while hiking on Kuchinoerabujima, Japan, and was presumed dead following an extensive search. His legacy continues through his poetry and the works inspired by his life, including a collection by his partner, Rebecca Lindenberg.",1
Joshua D. Rabinowitz,Not found,N/A,N/A,0
Roberto Car,Not found,https://en.wikipedia.org/wiki/Roberto_Car,"Roberto Car is an Italian physicist and the Ralph W. Dornte *31 Professor in Chemistry at Princeton University, where he also contributes to the Princeton Institute for the Science and Technology of Materials. He specializes in the simulation of molecular dynamics phenomena and is renowned for co-developing the Car-Parrinello method, which integrates quantum mechanical density functional theory with molecular dynamics. Car has received numerous accolades for his work, including the Dirac Medal, the Aneesur Rahman Prize, and the Benjamin Franklin Medal in Chemistry. He is a member of the National Academy of Sciences and has held various academic positions throughout his career, including roles at the University of Geneva and the Fritz Haber Institute of the Max Planck Society.",1
Harrison Hong,Not found,https://en.wikipedia.org/wiki/Harrison_Hong,"Harrison Hong is the John R. Eckel Jr. Professor of Financial Economics at Columbia University, recognized for his significant contributions to the field of financial economics. He received the Fischer Black Prize in 2009 for his original research relevant to finance practice. Hong earned his B.A. in economics and statistics from the University of California, Berkeley, and his Ph.D. in economics from the Massachusetts Institute of Technology. His research focuses on behavioral finance, asset pricing, market imperfections, and decision-making biases. Prior to his current position, he was the John Scully ’66 Professor of Economics and Finance at Princeton University.",1
Andrea Goldsmith,Not found,N/A,N/A,0
Naveen Verma,Not found,N/A,N/A,0
Jonathan D. Cohen,Not found,N/A,N/A,0
Pablo Debenedetti,Not found,https://en.wikipedia.org/wiki/Pablo_G._Debenedetti,"Pablo G. Debenedetti is the Class of 1950 Professor in Engineering and Applied Science and a professor of chemical and biological engineering at Princeton University, where he also served as Dean for Research from 2013 to 2023. His research specializes in thermodynamics, statistical mechanics, and computer simulations of liquids and glasses, contributing significantly to the understanding of supercritical fluids, nucleation theory, and the glass transition. Debenedetti has published over 300 scientific papers and authored the book ""Metastable Liquids: Concepts and Principles."" He has received numerous accolades, including election to the National Academy of Engineering, the American Academy of Arts and Sciences, and the National Academy of Sciences, and he is currently affiliated with Princeton University.",1
Gabriele Villarini,Not found,N/A,N/A,0
